Phenotype,Read code,Description,Category
CANCER,BBr..,[M]Leukaemias                                                                                                                                                                                                                                                  ,Leukaemia (4)                                     
CANCER,BBr0.,[M]Leukaemias unspecified                                                                                                                                                                                                                                      ,Leukaemia (4)                                     
CANCER,BBr00,[M]Leukaemia NOS                                                                                                                                                                                                                                               ,Leukaemia (4)                                     
CANCER,BBr01,[M]Acute leukaemia NOS                                                                                                                                                                                                                                         ,Leukaemia (4)                                     
CANCER,BBr02,[M]Subacute leukaemia NOS                                                                                                                                                                                                                                      ,Leukaemia (4)                                     
CANCER,BBr03,[M]Chronic leukaemia NOS                                                                                                                                                                                                                                       ,Leukaemia (4)                                     
CANCER,BBr04,[M]Aleukaemic leukaemia NOS                                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,BBr0z,"[M]Leukaemia unspecified, NOS                                                                                                                                                                                                                                  ",Leukaemia (4)                                     
CANCER,BBr2.,[M]Lymphoid leukaemias                                                                                                                                                                                                                                         ,Leukaemia (4)                                     
CANCER,BBr20,[M]Lymphoid leukaemia NOS                                                                                                                                                                                                                                      ,Leukaemia (4)                                     
CANCER,BBr21,[M]Acute lymphoid leukaemia                                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,BBr23,[M]Chronic lymphoid leukaemia                                                                                                                                                                                                                                  ,Leukaemia (4)                                     
CANCER,BBr25,[M]Prolymphocytic leukaemia                                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,BBr26,[M]Burkitt's cell leukaemia                                                                                                                                                                                                                                    ,Lymphoma (5)                                      
CANCER,BBr27,[M]Adult T-cell leukaemia/lymphoma                                                                                                                                                                                                                             ,Lymphoma (5)                                      
CANCER,BBr3.,[M]Plasma cell leukaemias                                                                                                                                                                                                                                      ,Leukaemia (4)                                     
CANCER,BBr4.,[M]Erythroleukaemias                                                                                                                                                                                                                                           ,Leukaemia (4)                                     
CANCER,BBr40,[M]Erythroleukaemia                                                                                                                                                                                                                                            ,Leukaemia (4)                                     
CANCER,BBr6.,[M]Myeloid leukaemias                                                                                                                                                                                                                                          ,Leukaemia (4)                                     
CANCER,BBr60,[M]Myeloid leukaemia NOS                                                                                                                                                                                                                                       ,Leukaemia (4)                                     
CANCER,BBr61,[M]Acute myeloid leukaemia                                                                                                                                                                                                                                     ,Leukaemia (4)                                     
CANCER,BBr63,[M]Chronic myeloid leukaemia                                                                                                                                                                                                                                   ,Leukaemia (4)                                     
CANCER,BBr66,[M]Acute promyelocytic leukaemia                                                                                                                                                                                                                               ,Leukaemia (4)                                     
CANCER,BBr67,[M]Acute myelomonocytic leukaemia                                                                                                                                                                                                                              ,Leukaemia (4)                                     
CANCER,BBr68,[M]Chronic myelomonocytic leukaemia                                                                                                                                                                                                                            ,Leukaemia (4)                                     
CANCER,BBr6z,[M]Other myeloid leukaemia NOS                                                                                                                                                                                                                                 ,Leukaemia (4)                                     
CANCER,BBr8.,[M]Eosinophilic leukaemias                                                                                                                                                                                                                                     ,Leukaemia (4)                                     
CANCER,BBr80,[M]Eosinophilic leukaemia                                                                                                                                                                                                                                      ,Leukaemia (4)                                     
CANCER,BBr90,[M]Monocytic leukaemia NOS                                                                                                                                                                                                                                     ,Leukaemia (4)                                     
CANCER,BBrA.,[M]Miscellaneous leukaemias                                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,BBrA1,[M]Megakaryocytic leukaemia                                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,BBrA3,[M]Myeloid sarcoma                                                                                                                                                                                                                                             ,Leukaemia (4)                                     
CANCER,BBrA4,[M]Hairy cell leukaemia                                                                                                                                                                                                                                        ,Lymphoma (5)                                      
CANCER,BBrA5,[M]Acute megakaryoblastic leukaemia                                                                                                                                                                                                                            ,Leukaemia (4)                                     
CANCER,BBrA7,[M]Acute myelofibrosis                                                                                                                                                                                                                                         ,Leukaemia (4)                                     
CANCER,BBrz.,[M]Leukaemia NOS                                                                                                                                                                                                                                               ,Leukaemia (4)                                     
CANCER,BBs..,[M]Misc myeloproliferative and lymphoproliferative disorders                                                                                                                                                                                                   ,Leukaemia (4)                                     
CANCER,BBs2.,[M]Chronic myeloproliferative disease                                                                                                                                                                                                                          ,Leukaemia (4)                                     
CANCER,BBsz.,[M]Misc myeloproliferative or lymphoproliferative dis NOS                                                                                                                                                                                                      ,Leukaemia (4)                                     
CANCER,BBv0.,[M]Monocytoid B-cell lymphoma                                                                                                                                                                                                                                  ,Lymphoma (5)                                      
CANCER,BBv2.,[M]AngiocentricT-cell lymphoma                                                                                                                                                                                                                                 ,Lymphoma (5)                                      
CANCER,Byu0.,"[X]Malignant neoplasm of lip, oral cavity and pharynx                                                                                                                                                                                                          ",Solid tumour (3)                                  
CANCER,Byu1.,[X]Malignant neoplasm of digestive organs                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,Byu11,[X]Other specified carcinomas of liver                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,Byu12,"[X]Malignant neoplasm of intestinal tract, part unspecified                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,Byu13,[X]Malignant neoplsm/ill-defin sites within digestive system                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,Byu2.,[X]Malignant neoplasm of respiratory and intrathoracic orga                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,Byu20,"[X]Malignant neoplasm of bronchus or lung, unspecified                                                                                                                                                                                                         ",Solid tumour (3)                                  
CANCER,Byu21,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura                                                                                                                                                                                                   ",Solid tumour (3)                                  
CANCER,Byu24,[X]Malignant neoplasm/ill-defined sites within resp system                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,Byu25,"[X]Malignant neoplasm of mediastinum, part unspecified                                                                                                                                                                                                         ",Solid tumour (3)                                  
CANCER,Byu3.,[X]Malignant neoplasm of bone and articular cartilage                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,Byu31,"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,Byu32,[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,Byu33,"[X]Malignant neoplasm/bone+articular cartilage, unspecified                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,Byu4.,[X]Melanoma and other malignant neoplasms of skin                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,Byu40,[X]Malignant melanoma of other+unspecified parts of face                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,Byu41,"[X]Malignant melanoma of skin, unspecified                                                                                                                                                                                                                     ",Solid tumour (3)                                  
CANCER,Byu42,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face                                                                                                                                                                                                   ,Non-melanoma skin cancer (8)                      
CANCER,Byu43,"[X]Malignant neoplasm of skin, unspecified                                                                                                                                                                                                                     ",Non-melanoma skin cancer (8)                      
CANCER,Byu5.,[X]Malignant neoplasm of mesothelial and soft tissue                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,Byu50,[X]Mesothelioma of other sites                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,Byu51,"[X]Mesothelioma, unspecified                                                                                                                                                                                                                                   ",Solid tumour (3)                                  
CANCER,Byu53,"[X]Kaposi's sarcoma, unspecified                                                                                                                                                                                                                               ",Solid tumour (3)                                  
CANCER,Byu57,"[X]Malignant neoplasm of peritoneum, unspecified                                                                                                                                                                                                               ",Solid tumour (3)                                  
CANCER,Byu58,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,Byu59,"[X]Malignant neoplasm/connective + soft tissue,unspecified                                                                                                                                                                                                     ",Solid tumour (3)                                  
CANCER,Byu5A,[X]Malignant neoplasm overlapping lesion of skin                                                                                                                                                                                                               ,Non-melanoma skin cancer (8)                      
CANCER,Byu5B,[X]Kaposi's sarcoma of other sites                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,Byu6.,[X]Malignant neoplasm of breast                                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,Byu7.,[X]Malignant neoplasm of female genital organs                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,Byu70,"[X]Malignant neoplasm of uterine adnexa, unspecified                                                                                                                                                                                                           ",Solid tumour (3)                                  
CANCER,Byu71,[X]Malignant neoplasm/other specified female genital organs                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,Byu73,"[X]Malignant neoplasm of female genital organ, unspecified                                                                                                                                                                                                     ",Solid tumour (3)                                  
CANCER,Byu8.,[X]Malignant neoplasm of male genital organs                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,Byu80,[X]Malignant neoplasm/other specified male genital organs                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,Byu82,"[X]Malignant neoplasm of male genital organ, unspecified                                                                                                                                                                                                       ",Solid tumour (3)                                  
CANCER,Byu9.,[X]Malignant neoplasm of urinary tract                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,Byu90,"[X]Malignant neoplasm of urinary organ, unspecified                                                                                                                                                                                                            ",Solid tumour (3)                                  
CANCER,ByuA.,"[X]Malignant neoplasm of eye, brain and other parts of cent                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,ByuA0,[X]Malignant neoplasm/other and unspecified cranial nerves                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,ByuA1,"[X]Malignant neoplasm/central nervous system, unspecified                                                                                                                                                                                                      ",Solid tumour (3)                                  
CANCER,ByuA2,"[X]Malignant neoplasm of meninges, unspecified                                                                                                                                                                                                                 ",Solid tumour (3)                                  
CANCER,ByuA3,"[X]Malig neopl, overlap lesion brain & other part of CNS                                                                                                                                                                                                       ",Solid tumour (3)                                  
CANCER,ByuB.,[X]Malignant neoplasm of thyroid and other endocrine glands                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,ByuB1,"[X]Malignant neoplasm of endocrine gland, unspecified                                                                                                                                                                                                          ",Solid tumour (3)                                  
CANCER,ByuC.,"[X]Malignant neoplasm of ill-defined, secondary and unspeci                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,ByuC0,[X]Malignant neoplasm of other specified sites                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,ByuC1,[X]Malignant neoplasm/overlap lesion/other+ill-defined sites                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,ByuC2,[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,ByuC3,[X]Secondary malignant neoplasm/oth+unspc respiratory organs                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,ByuC4,[X]Secondary malignant neoplasm/oth+unspcfd digestive organs                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,ByuC5,[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,ByuC6,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,ByuC7,[X]Secondary malignant neoplasm of other specified sites                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,ByuC8,[X]Malignant neoplasm without specification of site                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,ByuD.,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela                                                                                                                                                                                                    ",Lymphoma (5)                                      
CANCER,ByuD0,[X]Other Hodgkin's disease                                                                                                                                                                                                                                     ,Lymphoma (5)                                      
CANCER,ByuD1,[X]Other types of follicular non-Hodgkin's lymphoma                                                                                                                                                                                                            ,Lymphoma (5)                                      
CANCER,ByuD2,[X]Other types of diffuse non-Hodgkin's lymphoma                                                                                                                                                                                                               ,Lymphoma (5)                                      
CANCER,ByuD3,[X]Other specified types of non-Hodgkin's lymphoma                                                                                                                                                                                                             ,Lymphoma (5)                                      
CANCER,ByuD5,[X]Other lymphoid leukaemia                                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,ByuD6,[X]Other myeloid leukaemia                                                                                                                                                                                                                                     ,Leukaemia (4)                                     
CANCER,ByuD7,[X]Other monocytic leukaemia                                                                                                                                                                                                                                   ,Leukaemia (4)                                     
CANCER,ByuD8,[X]Other specified leukaemias                                                                                                                                                                                                                                  ,Leukaemia (4)                                     
CANCER,ByuD9,[X]Other leukaemia of unspecified cell type                                                                                                                                                                                                                    ,Leukaemia (4)                                     
CANCER,ByuDB,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf                                                                                                                                                                                                   ",Lymphoma (5)                                      
CANCER,ByuDC,"[X]Diffuse non-Hodgkin's lymphoma, unspecified                                                                                                                                                                                                                 ",Lymphoma (5)                                      
CANCER,ByuDE,[X]Unspecified B-cell non-Hodgkin's lymphoma                                                                                                                                                                                                                   ,Lymphoma (5)                                      
CANCER,ByuDF,"[X]Non-Hodgkin's lymphoma, unspecified type                                                                                                                                                                                                                    ",Lymphoma (5)                                      
CANCER,ByuE.,[X]Malignant neoplasms/independent (primary) multiple sites                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,ByuE0,[X]Malignant neoplasms/independent(primary)multiple sites                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,C3300,Waldenstrom's hypergammaglobulinaemic purpura                                                                                                                                                                                                                  ,Other myeloproliferative diseases (7)             
CANCER,C333.,Macroglobulinaemia                                                                                                                                                                                                                                             ,Other myeloproliferative diseases (7)             
CANCER,C3330,Waldenstrom's macroglobulinaemia                                                                                                                                                                                                                               ,Other myeloproliferative diseases (7)             
CANCER,C333z,Macroglobulinaemia NOS                                                                                                                                                                                                                                         ,Other myeloproliferative diseases (7)             
CANCER,C37y0,Hand - Schuller - Christian disease                                                                                                                                                                                                                            ,Lymphoma (5)                                      
CANCER,C37y1,Eosinophilic granuloma                                                                                                                                                                                                                                         ,Lymphoma (5)                                      
CANCER,C37y5,"Histiocytosis X , chronic                                                                                                                                                                                                                                      ",Lymphoma (5)                                      
CANCER,C37y6,"Histiocytosis X , unspecified                                                                                                                                                                                                                                  ",Lymphoma (5)                                      
CANCER,C37yB,Langerhans' cell histiocytosis                                                                                                                                                                                                                                 ,Lymphoma (5)                                      
CANCER,D2120,Anaemia in ovarian carcinoma                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,D41y1,Myelofibrosis                                                                                                                                                                                                                                                  ,Other myeloproliferative diseases (7)             
CANCER,N3309,Osteoporosis in multiple myelomatosis                                                                                                                                                                                                                          ,Leukaemia (4)                                     
CANCER,ZV10.,[V]Personal history of malignant neoplasm                                                                                                                                                                                                                      ,History of cancer (1)                             
CANCER,ZV100,[V]Personal history of malig neop of gastrointestinal tract                                                                                                                                                                                                    ,History of cancer (1)                             
CANCER,ZV101,[V]Personal history of malig neop of trachea/bronchus/lung                                                                                                                                                                                                     ,History of cancer (1)                             
CANCER,ZV102,[V]Personal history of malig neop other intrathoracic organ                                                                                                                                                                                                    ,History of cancer (1)                             
CANCER,ZV103,[V]Personal history of malignant neoplasm of breast                                                                                                                                                                                                            ,History of cancer (1)                             
CANCER,ZV104,[V]Personal history of malignant neoplasm of genital organ                                                                                                                                                                                                     ,History of cancer (1)                             
CANCER,ZV105,[V]Personal history of malignant neoplasm of urinary organ                                                                                                                                                                                                     ,History of cancer (1)                             
CANCER,ZV106,[V]Personal history of leukaemia                                                                                                                                                                                                                               ,History of cancer (1)                             
CANCER,ZV107,[V]Personal history of Hodgkin's disease                                                                                                                                                                                                                       ,History of cancer (1)                             
CANCER,ZV10y,[V]Personal history of other specified malignant neoplasm                                                                                                                                                                                                      ,History of cancer (1)                             
CANCER,ZV10z,[V]Personal history of unspecified malignant neoplasm                                                                                                                                                                                                          ,History of cancer (1)                             
CANCER,ZV676,[V]Follow-up examination aft surgery for malignant neoplasm                                                                                                                                                                                                    ,History of cancer (1)                             
CANCER,ZV677,[V]Follow-up exam after radiotherapy for malignant neoplasm                                                                                                                                                                                                    ,History of cancer (1)                             
CANCER,ZV678,[V]Follow-up examin after chemotherapy for malign neoplasm                                                                                                                                                                                                     ,History of cancer (1)                             
CANCER,ZV679,[V]Follow-up exam aft combined treatment for malig neoplasm                                                                                                                                                                                                    ,History of cancer (1)                             
CANCER,ZV67A,[V]Folow-up exam aft other treatment for malignant neoplasm                                                                                                                                                                                                    ,History of cancer (1)                             
CANCER,ZV67B,[V]Folow-up exam aft unspec treatment for malignant neoplasm                                                                                                                                                                                                   ,History of cancer (1)                             
