Read code,Read term,CALIBER category
L213100,"Multiple delivery, all by forceps and vacuum extractor","Labour, delivery or condition at birth"
L213200,"Multiple delivery, all by caesarean section","Labour, delivery or condition at birth"
L21z100,Multiple pregnancy NOS - delivered,"Labour, delivery or condition at birth"
L220100,Unstable lie - delivered,"Labour, delivery or condition at birth"
L221100,Cephalic version NOS - delivered,"Labour, delivery or condition at birth"
L222.11,Assisted breech delivery,"Labour, delivery or condition at birth"
L222.12,Breech delivery,"Labour, delivery or condition at birth"
L222.13,Spontaneous breech delivery,"Labour, delivery or condition at birth"
L222100,Breech presentation - delivered,"Labour, delivery or condition at birth"
L224100,Transverse lie - delivered,"Labour, delivery or condition at birth"
L224z11,Shoulder presentation,"Labour, delivery or condition at birth"
L225.00,Face presentation,"Labour, delivery or condition at birth"
L225000,Face presentation unspecified,"Labour, delivery or condition at birth"
L225100,Face presentation - delivered,"Labour, delivery or condition at birth"
L225z00,Face presentation NOS,"Labour, delivery or condition at birth"
L226.00,Brow presentation,"Labour, delivery or condition at birth"
L226100,Brow presentation - delivered,"Labour, delivery or condition at birth"
L226200,Brow presentation with antenatal problem,"Labour, delivery or condition at birth"
L229.00,Prolapsed arm presentation,"Labour, delivery or condition at birth"
L229200,Prolapsed arm with antenatal problem,"Labour, delivery or condition at birth"
L22y.11,Compound presentation,"Labour, delivery or condition at birth"
L22z100,Fetal malposition and malpresentation NOS - delivered,"Labour, delivery or condition at birth"
L230100,Disproportion - major pelvic abnormality - delivered,"Labour, delivery or condition at birth"
L231100,Generally contracted pelvis - delivered,"Labour, delivery or condition at birth"
L234100,Mixed feto-pelvic disproportion - delivered,"Labour, delivery or condition at birth"
L235100,Large fetus causing disproportion - delivered,"Labour, delivery or condition at birth"
L236100,Hydrocephalic disproportion - delivered,"Labour, delivery or condition at birth"
L237100,Other fetal abnormality causing disproportion - delivered,"Labour, delivery or condition at birth"
L23y100,Other disproportion - delivered,"Labour, delivery or condition at birth"
L23z100,Disproportion NOS - delivered,"Labour, delivery or condition at birth"
L240111,Bicornuate uterus - baby delivered,"Labour, delivery or condition at birth"
L240211,Bicornuate uterus - baby delivered + postpartum complication,"Labour, delivery or condition at birth"
L240400,Cong abnorm uterus complic p/n care - baby previously deliv,"Labour, delivery or condition at birth"
L241100,Tumour of uterine body - baby delivered,"Labour, delivery or condition at birth"
L241111,Uterine fibroid - baby delivered,"Labour, delivery or condition at birth"
L242100,Uterine operation scar in pregnancy/childbirth/puerp - deliv,"Labour, delivery or condition at birth"
L244100,Other uterine/pelvic floor abnormality - baby delivered,"Labour, delivery or condition at birth"
L244111,Cystocele - baby delivered,"Labour, delivery or condition at birth"
L244112,Rectocele - baby delivered,"Labour, delivery or condition at birth"
L244211,Cystocele - delivered with postpartum complication,"Labour, delivery or condition at birth"
L244212,Rectocele - delivered with postpartum complication,"Labour, delivery or condition at birth"
L246100,Other cervical abnormality - baby delivered,"Labour, delivery or condition at birth"
L246200,Other cervical abnormality - baby delivered+postpartum compl,"Labour, delivery or condition at birth"
L246211,Polyp of cervix - baby delivered+postpartum complication,"Labour, delivery or condition at birth"
L247111,Septate vagina - baby delivered,"Labour, delivery or condition at birth"
L250100,Fetus with central nervous system malformation - delivered,"Labour, delivery or condition at birth"
L251100,Fetus with chromosomal abnormality - delivered,"Labour, delivery or condition at birth"
L252100,Fetus with hereditary disease - delivered,"Labour, delivery or condition at birth"
L255100,Fetus with drug damage - delivered,"Labour, delivery or condition at birth"
L25y100,Fetus with other damage NEC - delivered,"Labour, delivery or condition at birth"
L25z100,Fetus with damage NOS - delivered,"Labour, delivery or condition at birth"
L261100,Rhesus isoimmunisation - delivered,"Labour, delivery or condition at birth"
L262100,Other blood-group isoimmunisation - delivered,"Labour, delivery or condition at birth"
L263.14,Meconium stained liquor,"Labour, delivery or condition at birth"
L263100,Fetal distress - delivered,"Labour, delivery or condition at birth"
L263300,Labour and delivery complicated by fetal heart rate anomaly,"Labour, delivery or condition at birth"
L263400,Labour and delivery complic by meconium in amniotic fluid,"Labour, delivery or condition at birth"
L263500,Lab+del comp fetal ht rate anom wth meconium in amnio fluid,"Labour, delivery or condition at birth"
L263600,Labour+delivery complicatd by biochem evidence/fetal stress,"Labour, delivery or condition at birth"
L265100,Small-for-dates - delivered,"Labour, delivery or condition at birth"
L266100,Large-for-dates - delivered,"Labour, delivery or condition at birth"
L267700,Ragged placenta,"Labour, delivery or condition at birth"
L267800,Placenta gritty,"Labour, delivery or condition at birth"
L270100,Polyhydramnios - delivered,"Labour, delivery or condition at birth"
L280100,Oligohydramnios - delivered,"Labour, delivery or condition at birth"
L281.00,Premature rupture of membranes,"Labour, delivery or condition at birth"
L281000,Premature rupture of membranes unspecified,"Labour, delivery or condition at birth"
L281100,Premature rupture of membranes - delivered,"Labour, delivery or condition at birth"
L281200,Premature rupture of membranes with antenatal problem,"Labour, delivery or condition at birth"
L281300,Prem rupture of membranes onset of labour within 24 hours,"Labour, delivery or condition at birth"
L281400,"Premature rupture of membranes, labour delayed by therapy","Labour, delivery or condition at birth"
L281500,Prem rupture of membranes onset of labour after 24 hours,"Labour, delivery or condition at birth"
L281z00,Premature rupture of membranes NOS,"Labour, delivery or condition at birth"
L282.00,Prolonged spontaneous or unspecified rupture of membranes,"Labour, delivery or condition at birth"
L282000,Prolonged spont/unspec rupture of membranes unspecified,"Labour, delivery or condition at birth"
L282300,Delay deliv after spontaneous or unsp rupture of membranes,"Labour, delivery or condition at birth"
L282z00,Prolonged spontaneous/unspecified rupture of membranes NOS,"Labour, delivery or condition at birth"
L284.12,Chorioamnionitis,"Labour, delivery or condition at birth"
L284100,Amniotic cavity infection - delivered,"Labour, delivery or condition at birth"
L28y.13,Amniotic fluid leaking,"Labour, delivery or condition at birth"
L28y100,Other problem of amniotic cavity and membranes - delivered,"Labour, delivery or condition at birth"
L28y300,Ragged membranes,"Labour, delivery or condition at birth"
L29..00,Other problems affecting labour,"Labour, delivery or condition at birth"
L290.00,Failed mechanical induction,"Labour, delivery or condition at birth"
L290.11,Failed mechanical induction of labour,"Labour, delivery or condition at birth"
L291.00,Failed medical or unspecified induction,"Labour, delivery or condition at birth"
L291.11,Failed medical induction of labour,"Labour, delivery or condition at birth"
L291z00,Failed medical or unspecified induction NOS,"Labour, delivery or condition at birth"
L292.00,"Maternal pyrexia during labour, unspecified","Labour, delivery or condition at birth"
L292100,Unspecified maternal pyrexia during labour - delivered,"Labour, delivery or condition at birth"
L293100,Septicaemia during labour - delivered,"Labour, delivery or condition at birth"
L294100,Grand multiparity - delivered,"Labour, delivery or condition at birth"
L296.00,Vaginal delivery following previous caesarean section,"Labour, delivery or condition at birth"
L29z.00,Problems affecting labour NOS,"Labour, delivery or condition at birth"
L29zz00,Problems affecting labour NOS,"Labour, delivery or condition at birth"
L3...00,Complications occurring during labour and delivery,"Labour, delivery or condition at birth"
L30..00,Obstructed labour,"Labour, delivery or condition at birth"
L300.00,Obstructed labour due to fetal malposition,"Labour, delivery or condition at birth"
L300100,Obstructed labour due to fetal malposition - delivered,"Labour, delivery or condition at birth"
L300300,Obstructed labour due to breech presentation,"Labour, delivery or condition at birth"
L300700,Obstructed labour due to compound presentation,"Labour, delivery or condition at birth"
L301.00,Obstructed labour caused by bony pelvis,"Labour, delivery or condition at birth"
L301400,Obstructed labour due to generally contracted pelvis,"Labour, delivery or condition at birth"
L301500,Obstructed labour due to pelvic inlet contraction,"Labour, delivery or condition at birth"
L302.00,Obstructed labour caused by pelvic soft tissues,"Labour, delivery or condition at birth"
L303.00,Deep transverse arrest (DTA),"Labour, delivery or condition at birth"
L303000,Deep transverse arrest unspecified,"Labour, delivery or condition at birth"
L303100,Deep transverse arrest - delivered,"Labour, delivery or condition at birth"
L303z00,Deep transverse arrest NOS,"Labour, delivery or condition at birth"
L304100,Persistent occipitopost/occipitoant position - delivered,"Labour, delivery or condition at birth"
L305.00,Shoulder dystocia,"Labour, delivery or condition at birth"
L305.11,Impacted shoulders,"Labour, delivery or condition at birth"
L305000,Shoulder dystocia unspecified,"Labour, delivery or condition at birth"
L305100,Shoulder dystocia - delivered,"Labour, delivery or condition at birth"
L305200,Shoulder dystocia with antenatal problem,"Labour, delivery or condition at birth"
L305z00,Shoulder dystocia NOS,"Labour, delivery or condition at birth"
L306.00,Locked twins,"Labour, delivery or condition at birth"
L306100,Locked twins - delivered,"Labour, delivery or condition at birth"
L307.00,Failed trial of labour unspecified,"Labour, delivery or condition at birth"
L307200,Other failed trial of labour with antenatal problem,"Labour, delivery or condition at birth"
L307z00,Failed trial of labour NOS,"Labour, delivery or condition at birth"
L308.00,Failed forceps unspecified,"Labour, delivery or condition at birth"
L308100,Other failed forceps - delivered,"Labour, delivery or condition at birth"
L308z00,Failed forceps NOS,"Labour, delivery or condition at birth"
L309.00,Failed ventouse extraction unspecified,"Labour, delivery or condition at birth"
L309000,"Other failed ventouse extraction, unspecified","Labour, delivery or condition at birth"
L309100,Other failed ventouse extraction - delivered,"Labour, delivery or condition at birth"
L309z00,Failed ventouse extraction NOS,"Labour, delivery or condition at birth"
L30z.00,Obstructed labour NOS,"Labour, delivery or condition at birth"
L30z000,"Obstructed labour NOS, unspecified","Labour, delivery or condition at birth"
L30z100,Obstructed labour NOS - delivered,"Labour, delivery or condition at birth"
L30zz00,Obstructed labour NOS,"Labour, delivery or condition at birth"
L30zz11,Dystocia NOS,"Labour, delivery or condition at birth"
L31..00,Abnormal forces of labour,"Labour, delivery or condition at birth"
L310.00,Primary uterine inertia,"Labour, delivery or condition at birth"
L311.00,Secondary uterine inertia,"Labour, delivery or condition at birth"
L311200,Secondary uterine inertia with antenatal problem,"Labour, delivery or condition at birth"
L312.00,Other uterine inertia,"Labour, delivery or condition at birth"
L312.11,Atony of uterus,"Labour, delivery or condition at birth"
L312.12,Poor contractions,"Labour, delivery or condition at birth"
L312100,Other uterine inertia - delivered,"Labour, delivery or condition at birth"
L312200,Other uterine inertia with antenatal problem,"Labour, delivery or condition at birth"
L313.00,Precipitate labour,"Labour, delivery or condition at birth"
L313100,Precipitate labour - delivered,"Labour, delivery or condition at birth"
L313z00,Precipitate labour NOS,"Labour, delivery or condition at birth"
L314.12,Contraction ring (dystocia),"Labour, delivery or condition at birth"
L314.13,Hourglass uterine contraction,"Labour, delivery or condition at birth"
L314.15,Uterine dystocia NOS,"Labour, delivery or condition at birth"
L314000,Hypertonic uterine inertia unspecified,"Labour, delivery or condition at birth"
L31z.00,Abnormality of forces of labour NOS,"Labour, delivery or condition at birth"
L32..00,Long labour,"Labour, delivery or condition at birth"
L320.00,Prolonged first stage,"Labour, delivery or condition at birth"
L320100,Prolonged first stage - delivered,"Labour, delivery or condition at birth"
L320z00,Prolonged first stage NOS,"Labour, delivery or condition at birth"
L321.00,Prolonged labour unspecified,"Labour, delivery or condition at birth"
L321100,Unspecified prolonged labour - delivered,"Labour, delivery or condition at birth"
L322.00,Prolonged second stage,"Labour, delivery or condition at birth"
L322000,Prolonged second stage unspecified,"Labour, delivery or condition at birth"
L322100,Prolonged second stage - delivered,"Labour, delivery or condition at birth"
L322z00,Prolonged second stage NOS,"Labour, delivery or condition at birth"
L323.00,"Delayed delivery of second twin, triplet etc","Labour, delivery or condition at birth"
L323000,Delayed delivery second twin unspecified,"Labour, delivery or condition at birth"
L323100,Delayed delivery second twin - delivered,"Labour, delivery or condition at birth"
L323200,Delayed delivery second twin with antenatal problem,"Labour, delivery or condition at birth"
L32z.00,Prolonged labour NOS,"Labour, delivery or condition at birth"
L330.00,Prolapse of cord,"Labour, delivery or condition at birth"
L330000,Prolapse of cord unspecified,"Labour, delivery or condition at birth"
L330100,Prolapse of cord - delivered,"Labour, delivery or condition at birth"
L330z00,Prolapse of cord NOS,"Labour, delivery or condition at birth"
L331.00,Cord tight round neck,"Labour, delivery or condition at birth"
L331000,Cord tight round neck unspecified,"Labour, delivery or condition at birth"
L331100,Cord tight round neck - delivered,"Labour, delivery or condition at birth"
L331z00,Cord tight round neck NOS,"Labour, delivery or condition at birth"
L332.00,Cord tangled or knotted with compression,"Labour, delivery or condition at birth"
L332.11,Knot in cord,"Labour, delivery or condition at birth"
L333100,Other cord entanglement - delivered,"Labour, delivery or condition at birth"
L333z00,Other cord entanglement NOS,"Labour, delivery or condition at birth"
L334.00,Short cord,"Labour, delivery or condition at birth"
L336.11,Bruising of cord,"Labour, delivery or condition at birth"
L33z100,Umbilical cord complications NOS - delivered,"Labour, delivery or condition at birth"
L34..00,Trauma to perineum and vulva during delivery,"Labour, delivery or condition at birth"
L34..12,Vulval delivery trauma,"Labour, delivery or condition at birth"
L340.00,First degree perineal tear during delivery,"Labour, delivery or condition at birth"
L340000,"First degree perineal tear during delivery, unspecified","Labour, delivery or condition at birth"
L340100,First degree perineal tear during delivery - delivered,"Labour, delivery or condition at birth"
L340200,First degree perineal tear during delivery with p/n problem,"Labour, delivery or condition at birth"
L340300,Labial tear during delivery,"Labour, delivery or condition at birth"
L340400,Fourchette tear during delivery,"Labour, delivery or condition at birth"
L340500,Vulval tear during delivery,"Labour, delivery or condition at birth"
L340600,Vaginal tear during delivery,"Labour, delivery or condition at birth"
L340z00,First degree perineal tear during delivery NOS,"Labour, delivery or condition at birth"
L341.00,Second degree perineal tear during delivery,"Labour, delivery or condition at birth"
L341.11,Pelvic floor tear,"Labour, delivery or condition at birth"
L341000,"Second degree perineal tear during delivery, unspecified","Labour, delivery or condition at birth"
L341100,Second degree perineal tear during delivery - delivered,"Labour, delivery or condition at birth"
L341200,Second degree perineal tear during delivery with p/n prob,"Labour, delivery or condition at birth"
L341z00,Second degree perineal tear during delivery NOS,"Labour, delivery or condition at birth"
L342.00,Third degree perineal tear during delivery,"Labour, delivery or condition at birth"
L342000,"Third degree perineal tear during delivery, unspecified","Labour, delivery or condition at birth"
L342100,Third degree perineal tear during delivery - delivered,"Labour, delivery or condition at birth"
L342200,Third degree perineal tear during delivery with p/n problem,"Labour, delivery or condition at birth"
L342z00,Third degree perineal tear during delivery NOS,"Labour, delivery or condition at birth"
L343.00,Fourth degree perineal tear during delivery,"Labour, delivery or condition at birth"
L343000,"Fourth degree perineal tear during delivery, unspecified","Labour, delivery or condition at birth"
L343100,Fourth degree perineal tear during delivery - delivered,"Labour, delivery or condition at birth"
L343200,Fourth degree perineal tear during delivery with p/n problem,"Labour, delivery or condition at birth"
L343z00,Fourth degree perineal tear during delivery NOS,"Labour, delivery or condition at birth"
L344.00,Unspecified perineal laceration during delivery,"Labour, delivery or condition at birth"
L344000,"Unspecified perineal laceration during delivery, unspecified","Labour, delivery or condition at birth"
L344100,Unspecified perineal laceration during delivery - delivered,"Labour, delivery or condition at birth"
L344200,Unspecified perineal laceration during delivery + p/n prob,"Labour, delivery or condition at birth"
L344z00,Unspecified perineal laceration during delivery NOS,"Labour, delivery or condition at birth"
L345.00,Vulval and perineal haematoma during delivery,"Labour, delivery or condition at birth"
L345.12,Vulval and perineal haematoma during delivery,"Labour, delivery or condition at birth"
L345000,"Vulval and perineal haematoma during delivery, unspecified","Labour, delivery or condition at birth"
L345100,Vulval and perineal haematoma during delivery - delivered,"Labour, delivery or condition at birth"
L345z00,Vulval and perineal haematoma during delivery NOS,"Labour, delivery or condition at birth"
L34y.00,Other vulval and perineal trauma during delivery,"Labour, delivery or condition at birth"
L34y000,"Other vulval/perineal trauma during delivery, unspecified","Labour, delivery or condition at birth"
L34y100,Other vulval/perineal trauma during delivery- delivered,"Labour, delivery or condition at birth"
L34y200,Other vulval/perineal trauma during delivery + p/n problem,"Labour, delivery or condition at birth"
L34yz00,Other vulval/perineal trauma during delivery NOS,"Labour, delivery or condition at birth"
L34z.00,Vulval/perineal trauma during delivery NOS,"Labour, delivery or condition at birth"
L34z000,Vulval/perineal trauma during delivery NOS unspec,"Labour, delivery or condition at birth"
L34z100,Vulval/perineal trauma during delivery NOS - delivered,"Labour, delivery or condition at birth"
L34zz00,Vulval/perineal trauma during delivery NOS,"Labour, delivery or condition at birth"
L35..00,Other obstetric trauma,"Labour, delivery or condition at birth"
L350.00,Ruptured uterus before labour,"Labour, delivery or condition at birth"
L350000,Rupture of uterus before labour unspecified,"Labour, delivery or condition at birth"
L350200,Rupture of uterus before labour with antenatal problem,"Labour, delivery or condition at birth"
L350z00,Rupture of uterus before labour NOS,"Labour, delivery or condition at birth"
L351.00,Rupture of uterus during and after labour,"Labour, delivery or condition at birth"
L351000,Rupture of uterus during and after labour unspecified,"Labour, delivery or condition at birth"
L351100,Rupture of uterus during and after labour - delivered,"Labour, delivery or condition at birth"
L351300,Rupture of uterus during/after labour with postnatal problem,"Labour, delivery or condition at birth"
L351z00,Rupture of uterus during and after labour NOS,"Labour, delivery or condition at birth"
L352.00,Obstetric inversion of uterus,"Labour, delivery or condition at birth"
L352.11,Inversion of uterus - obstetric,"Labour, delivery or condition at birth"
L352200,Obstetric inversion of uterus with postnatal problem,"Labour, delivery or condition at birth"
L352z00,Obstetric inversion of uterus NOS,"Labour, delivery or condition at birth"
L353.00,Obstetric laceration of cervix,"Labour, delivery or condition at birth"
L353.11,Laceration of cervix - obstetric,"Labour, delivery or condition at birth"
L353.12,Tear of cervix - obstetric,"Labour, delivery or condition at birth"
L353000,Obstetric laceration of cervix unspecified,"Labour, delivery or condition at birth"
L353z00,Obstetric laceration of cervix NOS,"Labour, delivery or condition at birth"
L354.00,Obstetric high vaginal laceration,"Labour, delivery or condition at birth"
L354.11,High vaginal laceration - obstetric,"Labour, delivery or condition at birth"
L354.12,High vaginal tear - obstetric,"Labour, delivery or condition at birth"
L354000,Obstetric high vaginal laceration unspecified,"Labour, delivery or condition at birth"
L354100,Obstetric high vaginal laceration - delivered,"Labour, delivery or condition at birth"
L355.00,Other obstetric pelvic organ damage,"Labour, delivery or condition at birth"
L355.11,Bladder injury - obstetric,"Labour, delivery or condition at birth"
L355.12,Urethra injury - obstetric,"Labour, delivery or condition at birth"
L355100,Other obstetric pelvic organ damage - delivered,"Labour, delivery or condition at birth"
L356.00,Obstetric trauma damaging pelvic joints and ligaments,"Labour, delivery or condition at birth"
L356.11,Obstetric pelvic joint damage,"Labour, delivery or condition at birth"
L356.12,Obstetric pelvic ligament damage,"Labour, delivery or condition at birth"
L356.13,Pubic symphysis separation,"Labour, delivery or condition at birth"
L356.14,Symphysis pubis separation,"Labour, delivery or condition at birth"
L356000,Obstetric damage to pelvic joints and ligaments unspecified,"Labour, delivery or condition at birth"
L356200,Obstetric damage to pelvic joints and ligaments + p/n prob,"Labour, delivery or condition at birth"
L356z00,Obstetric damage to pelvic joints and ligaments NOS,"Labour, delivery or condition at birth"
L357.00,Obstetric trauma causing pelvic haematoma,"Labour, delivery or condition at birth"
L357000,Obstetric pelvic haematoma unspecified,"Labour, delivery or condition at birth"
L357100,Obstetric pelvic haematoma - delivered,"Labour, delivery or condition at birth"
L35y.00,Other obstetric trauma OS,"Labour, delivery or condition at birth"
L35y100,Other obstetric trauma - delivered,"Labour, delivery or condition at birth"
L35y200,Other obstetric trauma - delivered with postnatal problem,"Labour, delivery or condition at birth"
L35z.00,Obstetric trauma NOS,"Labour, delivery or condition at birth"
L35z000,"Obstetric trauma NOS, unspecified","Labour, delivery or condition at birth"
L35z100,Obstetric trauma NOS - delivered,"Labour, delivery or condition at birth"
L35zz00,Obstetric trauma NOS,"Labour, delivery or condition at birth"
L36..00,Postpartum haemorrhage (PPH),"Labour, delivery or condition at birth"
L36..11,Bleeding postpartum,"Labour, delivery or condition at birth"
L360.00,Third-stage postpartum haemorrhage,"Labour, delivery or condition at birth"
L360.11,Retained placenta NOS,"Labour, delivery or condition at birth"
L360000,Third-stage postpartum haemorrhage unspecified,"Labour, delivery or condition at birth"
L360100,Third-stage postpartum haemorrhage - deliv with p/n problem,"Labour, delivery or condition at birth"
L360200,Third-stage postpartum haemorrhage with postnatal problem,"Labour, delivery or condition at birth"
L360z00,Third-stage postpartum haemorrhage NOS,"Labour, delivery or condition at birth"
L361.00,Other immediate postpartum haemorrhage,"Labour, delivery or condition at birth"
L361z00,Other immediate postpartum haemorrhage NOS,"Labour, delivery or condition at birth"
L362.00,Secondary and delayed postpartum haemorrhage,"Labour, delivery or condition at birth"
L362000,Secondary postpartum haemorrhage unspecified,"Labour, delivery or condition at birth"
L362200,Secondary postpartum haemorrhage with postnatal problem,"Labour, delivery or condition at birth"
L362z00,Secondary and delayed postpartum haemorrhage NOS,"Labour, delivery or condition at birth"
L363.00,Postpartum coagulation defects,"Labour, delivery or condition at birth"
L363z00,Postpartum coagulation defects NOS,"Labour, delivery or condition at birth"
L36z.00,Postpartum haemorrhage NOS,"Labour, delivery or condition at birth"
L37..00,Retained placenta or membranes with no haemorrhage,"Labour, delivery or condition at birth"
L37..11,Retained membrane without haemorrhage,"Labour, delivery or condition at birth"
L370.00,Retained placenta with no haemorrhage,"Labour, delivery or condition at birth"
L370000,Retained placenta with no haemorrhage unspecified,"Labour, delivery or condition at birth"
L370z00,Retained placenta with no haemorrhage NOS,"Labour, delivery or condition at birth"
L370z11,Retained placenta without haemorrhage,"Labour, delivery or condition at birth"
L371.00,Retained portion of placenta or membranes - no haemorrhage,"Labour, delivery or condition at birth"
L371000,Retained products with no haemorrhage unspecified,"Labour, delivery or condition at birth"
L371100,Retained products with no haemorrhage - deliv with p/n prob,"Labour, delivery or condition at birth"
L371200,Retained products with no haemorrhage with postnatal problem,"Labour, delivery or condition at birth"
L371z00,Retained products with no haemorrhage NOS,"Labour, delivery or condition at birth"
L37z.00,Retained placenta or membranes with no haemorrhage NOS,"Labour, delivery or condition at birth"
L38..00,Complications of anaesthesia during labour and delivery,"Labour, delivery or condition at birth"
L380.00,Obstetric anaesthesia with pulmonary complications,"Labour, delivery or condition at birth"
L382000,Obstetric anaesthesia with CNS complications unspecified,"Labour, delivery or condition at birth"
L383.00,Obstetric toxic reaction to local anaesthesia,"Labour, delivery or condition at birth"
L384.00,Obstetric spinal and epidural anaesthesia-induced headache,"Labour, delivery or condition at birth"
L384100,Spinal/epidural anaesth-induced headache during puerp,"Labour, delivery or condition at birth"
L386.00,Toxic reaction to local anaesthesia during labour and deliv,"Labour, delivery or condition at birth"
L387.00,Spinal/epidural anesth-induced headache dur labour/delivery,"Labour, delivery or condition at birth"
L388.00,Cardiac comps of anaesthesia during labour and delivery,"Labour, delivery or condition at birth"
L389.00,CNS comps of anaesthesia during labour and delivery,"Labour, delivery or condition at birth"
L38A.00,Failed or difficult intubation during labour and delivery,"Labour, delivery or condition at birth"
L38B.00,Failed or difficult intubation during the puerperium,"Labour, delivery or condition at birth"
L39..00,Other complications of labour and delivery NEC,"Labour, delivery or condition at birth"
L391.00,Obstetric shock,"Labour, delivery or condition at birth"
L393.00,Acute renal failure following labour and delivery,"Labour, delivery or condition at birth"
L393000,Post-delivery acute renal failure unspecified,"Labour, delivery or condition at birth"
L393100,Post-delivery acute renal failure - delivered with p/n prob,"Labour, delivery or condition at birth"
L393200,Post-delivery acute renal failure with postnatal problem,"Labour, delivery or condition at birth"
L394100,Other complications of obstetric procedures - delivered,"Labour, delivery or condition at birth"
L394200,Other complications of obstetric procedures - del +p/n prob,"Labour, delivery or condition at birth"
L395.00,Forceps delivery,"Labour, delivery or condition at birth"
L395.11,Keilland's forceps delivery,"Labour, delivery or condition at birth"
L395.12,Neville - Barnes forceps delivery,"Labour, delivery or condition at birth"
L395.13,Simpson's forceps delivery,"Labour, delivery or condition at birth"
L395000,Forceps delivery unspecified,"Labour, delivery or condition at birth"
L395100,Forceps delivery - delivered,"Labour, delivery or condition at birth"
L395200,Low forceps delivery,"Labour, delivery or condition at birth"
L395300,Mid-cavity forceps delivery,"Labour, delivery or condition at birth"
L395400,Delivery by combination of forceps and vacuum extractor,"Labour, delivery or condition at birth"
L395500,Mid-cavity forceps with rotation,"Labour, delivery or condition at birth"
L395z00,Forceps delivery NOS,"Labour, delivery or condition at birth"
L396.00,Vacuum extractor delivery,"Labour, delivery or condition at birth"
L396.11,Ventouse delivery,"Labour, delivery or condition at birth"
L396000,Vacuum extractor delivery unspecified,"Labour, delivery or condition at birth"
L396100,Vacuum extractor delivery - delivered,"Labour, delivery or condition at birth"
L396z00,Vacuum extractor delivery NOS,"Labour, delivery or condition at birth"
L397.00,Breech extraction,"Labour, delivery or condition at birth"
L397000,Breech extraction unspecified,"Labour, delivery or condition at birth"
L397100,Breech extraction - delivered,"Labour, delivery or condition at birth"
L397z00,Breech extraction NOS,"Labour, delivery or condition at birth"
L398.00,Caesarean delivery,"Labour, delivery or condition at birth"
L398000,Caesarean delivery unspecified,"Labour, delivery or condition at birth"
L398100,Caesarean delivery - delivered,"Labour, delivery or condition at birth"
L398200,Caesarean section - pregnancy at term,"Labour, delivery or condition at birth"
L398300,Delivery by elective caesarean section,"Labour, delivery or condition at birth"
L398400,Delivery by emergency caesarean section,"Labour, delivery or condition at birth"
L398500,Delivery by caesarean hysterectomy,"Labour, delivery or condition at birth"
L398600,Caesarean delivery following previous Caesarean delivery,"Labour, delivery or condition at birth"
L398z00,Caesarean delivery NOS,"Labour, delivery or condition at birth"
L39y.00,Other complications of labour and delivery,"Labour, delivery or condition at birth"
L39y400,Other complications of labour and delivery with p/n problem,"Labour, delivery or condition at birth"
L39yz00,Other complications of labour and delivery NOS,"Labour, delivery or condition at birth"
L39z.00,Complications of labour and delivery NOS,"Labour, delivery or condition at birth"
L39z100,Complications of labour and delivery NOS - delivered,"Labour, delivery or condition at birth"
L39z400,Complications of labour and delivery NOS with p/n problem,"Labour, delivery or condition at birth"
L39zz00,Complications of labour and delivery NOS,"Labour, delivery or condition at birth"
L3A..00,Intrapartum haemorrhage with coagulation defect,"Labour, delivery or condition at birth"
L3X..00,"Intrapartum haemorrhage, unspecified","Labour, delivery or condition at birth"
L3y..00,Other specified complications of labour or delivery,"Labour, delivery or condition at birth"
L3z..00,Complications of labour and delivery NOS,"Labour, delivery or condition at birth"
L431.00,Amniotic fluid pulmonary embolism,"Labour, delivery or condition at birth"
L431100,Amniotic fluid pulmonary embolism - delivered,"Labour, delivery or condition at birth"
L431200,Amniotic fluid pulm embolism - delivered + p/n complication,"Labour, delivery or condition at birth"
Ly0..00,Spontaneous vertex delivery,"Labour, delivery or condition at birth"
Ly1..00,Spontaneous breech delivery,"Labour, delivery or condition at birth"
Lyu4000,[X]Other failed induction of labour,"Labour, delivery or condition at birth"
Lyu4500,[X]Obstructed labour due to other abnormalities of fetus,"Labour, delivery or condition at birth"
Lyu4800,[X]Labour+delivery complicat/oth evidence of fetal distress,"Labour, delivery or condition at birth"
Lyu4900,[X]Labour+delivery complicated by other cord entanglement,"Labour, delivery or condition at birth"
Lyu5.00,[X]Delivery,"Labour, delivery or condition at birth"
Lyu5000,[X]Other single spontaneous delivery,"Labour, delivery or condition at birth"
Lyu5100,[X]Other and unspecified forceps delivery,"Labour, delivery or condition at birth"
Lyu5200,[X]Other single delivery by caesarean section,"Labour, delivery or condition at birth"
Lyu5400,[X]Other manipulation-assisted delivery,"Labour, delivery or condition at birth"
Lyu5500,[X]Other specified assisted single delivery,"Labour, delivery or condition at birth"
Q21..00,Intrauterine hypoxia and birth asphyxia,"Labour, delivery or condition at birth"
Q21..12,Labour fetal anoxia,"Labour, delivery or condition at birth"
Q212.00,Liveborn with prelabour fetal distress,"Labour, delivery or condition at birth"
Q212.11,Fetal distress before labour - liveborn,"Labour, delivery or condition at birth"
Q212000,Liveborn with prelabour abnormal heart beat,"Labour, delivery or condition at birth"
Q212100,Liveborn with prelabour hypoxia,"Labour, delivery or condition at birth"
Q212200,Liveborn with prelabour meconium in liquor,"Labour, delivery or condition at birth"
Q212z00,Liveborn with prelabour fetal distress NOS,"Labour, delivery or condition at birth"
Q213.00,Liveborn with labour fetal distress,"Labour, delivery or condition at birth"
